location,size,total_sqft,bath,price,bhk,price_per_sqft
Vittasandra,2 BHK,1238.0,2.0,67.32,2,54378.02907915993
Dasanapura,2 BHK,814.0,2.0,42.0,2,51597.0515970516
Dodda Nekkundi,2 BHK,1145.0,2.0,46.5,2,40611.35371179039
Varthur,2 BHK,965.0,2.0,34.0,2,35233.16062176166
Doddabele,2 BHK,750.0,2.0,36.0,2,48000.0
Banashankari,3 BHK,1300.0,2.0,55.0,3,42307.692307692305
1st Phase JP Nagar,3 BHK,1590.0,3.0,131.0,3,82389.93710691824
Begur Road,1 BHK,644.0,1.0,40.0,1,62111.801242236026
Whitefield,2 BHK,982.0,2.0,37.0,2,37678.20773930754
Indira Nagar,2 BHK,1260.0,2.0,100.0,2,79365.07936507936
Rayasandra,3 BHK,1555.0,3.0,75.17,3,48340.836012861735
Race Course Road,4 Bedroom,2500.0,4.0,450.0,4,180000.0
Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,39183.67346938775
Electronics City Phase 1,2 BHK,1085.0,2.0,46.0,2,42396.3133640553
Rajaji Nagar,3 BHK,1640.0,3.0,220.0,3,134146.34146341463
Thanisandra,3 BHK,1595.0,3.0,110.0,3,68965.5172413793
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.44,2,33812.70903010033
Yelahanka,3 BHK,1859.0,3.0,108.0,3,58095.75040344271
9th Phase JP Nagar,2 BHK,1079.0,2.0,60.0,2,55607.04355885079
Shivaji Nagar,2 BHK,550.0,1.0,27.0,2,49090.90909090909
Whitefield,2 BHK,1118.0,2.0,42.0,2,37567.08407871199
CV Raman Nagar,2 BHK,1198.0,2.0,60.0,2,50083.47245409015
Thigalarapalya,3 BHK,1830.0,4.0,135.0,3,73770.4918032787
Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2,50862.06896551724
Srirampuram,3 BHK,1485.0,2.0,156.0,3,105050.50505050505
Ejipura,3 BHK,2070.0,3.0,135.0,3,65217.391304347824
Basaveshwara Nagar,6 Bedroom,750.0,4.0,150.0,6,200000.0
Kannamangala,2 BHK,957.0,2.0,52.5,2,54858.934169279
Basaveshwara Nagar,5 Bedroom,2400.0,4.0,310.0,5,129166.66666666667
Bannerghatta Road,2 BHK,1268.0,2.0,69.0,2,54416.40378548896
Bannerghatta Road,3 BHK,1450.0,2.0,87.0,3,60000.0
Manorayana Palya,3 BHK,1600.0,2.0,75.0,3,46875.0
Uttarahalli,3 BHK,1330.0,2.0,57.0,3,42857.142857142855
Jakkur,3 BHK,1355.0,2.0,65.0,3,47970.47970479705
Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,40487.4213836478
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.49,2,34990.90909090909
Sarjapur  Road,3 BHK,1220.0,3.0,58.0,3,47540.983606557376
Chikkalasandra,2 BHK,1075.0,2.0,46.76,2,43497.67441860465
Lingarajapuram,2 BHK,800.0,2.0,55.0,2,68750.0
Vasanthapura,2 BHK,995.0,2.0,34.82,2,34994.97487437186
Vasantha Vallabha Nagar,2 BHK,900.0,1.0,44.0,2,48888.88888888889
Haralur Road,2 BHK,1140.0,2.0,42.0,2,36842.10526315789
Ganga Nagar,3 BHK,1480.0,2.0,125.0,3,84459.45945945945
Padmanabhanagar,3 BHK,1710.0,2.0,90.63,3,53000.0
Talaghattapura,3 BHK,2106.0,3.0,148.0,3,70275.40360873695
Yeshwanthpur,9 Bedroom,2400.0,6.0,270.0,9,112500.0
Sadahalli,3 Bedroom,3800.0,2.0,130.0,3,34210.52631578947
Vajarahalli,3 Bedroom,800.0,3.0,120.0,3,150000.0
Marathahalli,2 BHK,1602.0,2.0,104.0,2,64918.85143570537
Sarjapur  Road,3 BHK,1660.0,2.0,116.0,3,69879.51807228915
Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,51646.22336991607
Marathahalli,1 BHK,700.0,1.0,38.0,1,54285.71428571428
Balagere,2 BHK,1012.0,2.0,64.0,2,63241.10671936759
Marathahalli,3 BHK,1469.0,3.0,89.0,3,60585.4322668482
Whitefield,2 BHK,1216.0,2.0,69.0,2,56743.42105263158
Electronic City Phase II,2 BHK,1065.0,2.0,56.13,2,52704.22535211268
Thanisandra,3 BHK,1411.0,3.0,93.15,3,66017.00921332388
Pai Layout,2 BHK,1400.0,2.0,57.5,2,41071.42857142857
Hoskote,3 BHK,1250.0,3.0,29.0,3,23200.0
Haralur Road,2 BHK,1245.0,2.0,62.0,2,49799.1967871486
Choodasandra,2 BHK,1115.0,2.0,50.0,2,44843.04932735426
Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,35000.0
Panathur,3 BHK,1580.0,3.0,71.89,3,45500.0
Subramanyapura,3 BHK,1800.0,3.0,90.0,3,50000.0
Mathikere,2 BHK,1500.0,2.0,130.0,2,86666.66666666667
Chandapura,1 BHK,645.0,1.0,16.45,1,25503.875968992248
Kothannur,3 BHK,1275.0,3.0,44.0,3,34509.80392156863
Kasavanhalli,3 BHK,1494.0,3.0,82.0,3,54886.211512717535
Bhoganhalli,3 BHK,1949.0,3.0,129.0,3,66187.78860954335
BTM Layout,2 BHK,1020.0,2.0,46.5,2,45588.23529411765
Mysore Road,2 BHK,883.0,2.0,45.0,2,50962.627406568514
Old Airport Road,4 BHK,3200.0,4.0,280.0,4,87500.0
Uttarahalli,6 Bedroom,1680.0,6.0,125.0,6,74404.76190476191
Mysore Road,12 Bedroom,2232.0,6.0,300.0,12,134408.60215053763
Anand nagar,3 BHK,2010.0,3.0,125.0,3,62189.05472636816
Yeshwanthpur,2 BHK,1240.0,2.0,80.0,2,64516.12903225807
6th Phase JP Nagar,2 BHK,1213.0,2.0,63.0,2,51937.34542456719
Hegde Nagar,3 BHK,1835.0,3.0,88.0,3,47956.40326975477
Hoskote,9 Bedroom,1800.0,10.0,185.0,9,102777.77777777778
Bannerghatta Road,4 BHK,2932.0,5.0,195.0,4,66507.5034106412
Whitefield,4 Bedroom,3425.0,5.0,250.0,4,72992.700729927
Gottigere,2 BHK,945.0,2.0,45.0,2,47619.04761904762
Sathya Layout,3 BHK,1504.0,2.0,100.0,3,66489.36170212766
Lakshminarayana Pura,3 BHK,1569.0,3.0,150.0,3,95602.29445506692
Harlur,3 BHK,1755.0,3.0,130.0,3,74074.07407407407
Vijayanagar,3 BHK,1760.0,3.0,140.0,3,79545.45454545454
Hoodi,2 BHK,1240.0,2.0,43.94,2,35435.48387096774
Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,50027.58620689655
5th Phase JP Nagar,2 BHK,1000.0,2.0,48.0,2,48000.0
Shivaji Nagar,1 Bedroom,3820.0,1.0,306.0,1,80104.71204188482
Thyagaraja Nagar,5 BHK,2000.0,4.0,145.0,5,72500.0
Choodasandra,2 BHK,1215.0,2.0,59.0,2,48559.670781893
Yelachenahalli,3 BHK,1330.0,3.0,73.5,3,55263.15789473684
Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,75.0,2,63667.23259762309
Hulimavu,4 Bedroom,1500.0,4.0,192.0,4,128000.0
Shree Ananth Nagar Layout,2 BHK,2040.0,2.0,59.0,2,28921.56862745098
Bellandur,3 BHK,2000.0,3.0,85.0,3,42500.0
Shanti Nagar,3 BHK,1602.0,2.0,165.0,3,102996.25468164794
2nd Stage Arekere Mico Layout,4 Bedroom,1200.0,4.0,130.0,4,108333.33333333333
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,38525.96314907873
Jayamahal,3 BHK,1800.0,3.0,220.0,3,122222.22222222222
Dasarahalli,3 Bedroom,2400.0,2.0,152.0,3,63333.333333333336
Sarjapur  Road,3 BHK,1700.0,3.0,108.0,3,63529.41176470588
Jigani,3 BHK,1200.0,3.0,65.0,3,54166.666666666664
Veer Sandra,3 Bedroom,1500.0,3.0,72.0,3,48000.0
Karuna Nagar,3 Bedroom,1240.0,3.0,165.0,3,133064.51612903227
Whitefield,3 Bedroom,3000.0,3.0,400.0,3,133333.33333333334
Kanakpura Road,3 BHK,1737.0,3.0,85.0,3,48934.9453080023
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,61111.11111111111
Chennappa Layout,3 BHK,1280.0,2.0,48.0,3,37500.0
CV Raman Nagar,2 BHK,1560.0,2.0,85.0,2,54487.179487179485
Kambipura,2 BHK,883.0,2.0,44.0,2,49830.12457531144
Kengeri Satellite Town,2 BHK,750.0,2.0,33.0,2,44000.0
Brookefield,4 BHK,2400.0,3.0,140.0,4,58333.333333333336
Bhuvaneshwari Nagar,2 BHK,900.0,2.0,45.0,2,50000.0
Hormavu,2 BHK,1030.0,2.0,49.35,2,47912.6213592233
7th Phase JP Nagar,3 BHK,1850.0,3.0,155.0,3,83783.78378378379
Hennur Road,3 BHK,1831.0,3.0,110.0,3,60076.46095030038
Raja Rajeshwari Nagar 5th Stage,2 BHK,1095.0,2.0,38.33,2,35004.56621004566
Electronic City Phase II,3 BHK,1320.0,2.0,38.13,3,28886.363636363636
Sarjapur  Road,3 BHK,1272.5,2.0,40.72,3,32000.0
7th Phase JP Nagar,2 BHK,1000.0,2.0,61.0,2,61000.0
Budigere,3 BHK,1820.0,3.0,85.4,3,46923.07692307692
Bisuvanahalli,3 BHK,1075.0,2.0,41.0,3,38139.53488372093
TC Palaya,3 Bedroom,1500.0,3.0,83.0,3,55333.333333333336
Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,46944.444444444445
Kadugodi,1 BHK,925.0,1.0,40.7,1,44000.0
Electronic City,2 BHK,1140.0,2.0,70.93,2,62219.29824561404
Chennammana Kere,2 BHK,1145.0,2.0,58.4,2,51004.366812227076
RMV Extension Stage 2,3 BHK,1862.0,3.0,120.0,3,64446.8313641246
 Devarachikkanahalli,2 BHK,947.0,2.0,43.0,2,45406.5469904963
Chandra Layout,3 Bedroom,700.0,3.0,195.0,3,278571.4285714286
Kalena Agrahara,2 BHK,1120.0,2.0,40.0,2,35714.28571428572
Sadanand Nagar,3 BHK,2700.0,3.0,200.0,3,74074.07407407407
Kaggadasapura,3 BHK,1805.0,2.0,75.0,3,41551.246537396124
Basavangudi,2 BHK,1100.0,2.0,93.0,2,84545.45454545454
Bommenahalli,4 Bedroom,1355.0,3.0,135.0,4,99630.9963099631
"Whietfield, ",3 BHK,1677.0,3.0,98.0,3,58437.68634466309
Hosapalya,8 Bedroom,2500.0,8.0,95.0,8,38000.0
Uttarahalli,3 BHK,1560.0,3.0,74.0,3,47435.89743589744
Arekere,3 BHK,2060.0,3.0,150.0,3,72815.53398058252
Koramangala,3 BHK,1716.0,2.0,115.0,3,67016.31701631701
Harlur,3 BHK,1864.0,3.0,140.0,3,75107.29613733906
Electronics City Phase 1,1 BHK,638.0,1.0,32.0,1,50156.73981191222
Sidedahalli,9 Bedroom,1200.0,7.0,95.0,9,79166.66666666667
Kodigehalli,8 BHK,1150.0,9.0,170.0,8,147826.08695652173
Chandapura,2 BHK,937.0,2.0,30.0,2,32017.075773745997
Hennur Gardens,3 BHK,1490.0,2.0,115.0,3,77181.20805369127
Frazer Town,4 BHK,4856.0,5.0,410.0,4,84431.6309719934
Whitefield,4 Bedroom,4003.0,6.0,525.0,4,131151.6362727954
Whitefield,2 BHK,1100.0,2.0,37.0,2,33636.36363636364
Thigalarapalya,2 BHK,1000.0,2.0,48.53,2,48530.0
Horamavu Agara,2 BHK,1060.0,2.0,37.0,2,34905.660377358494
Kundalahalli,2 BHK,1047.0,2.0,91.0,2,86914.99522445082
Basaveshwara Nagar,2 BHK,1200.0,2.0,80.0,2,66666.66666666667
Akshaya Nagar,3 BHK,1420.0,2.0,75.0,3,52816.90140845071
Sarjapur  Road,3 BHK,1539.0,3.0,85.0,3,55230.66926575699
Tejaswini Nagar,3 BHK,1550.0,3.0,59.0,3,38064.51612903226
Kasavanhalli,3 BHK,1555.0,3.0,82.0,3,52733.11897106109
BTM Layout 1stage 9th Main,7 Bedroom,600.0,6.0,138.0,7,230000.0
Seegehalli,3 BHK,1553.0,3.0,68.0,3,43786.2202189311
Electronic City Phase II,2 BHK,920.0,2.0,26.0,2,28260.869565217392
Jeevan bima nagar,3 BHK,1740.0,3.0,120.0,3,68965.5172413793
OMBR Layout,3 BHK,1855.0,3.0,145.0,3,78167.11590296496
Kundalahalli,3 BHK,1724.0,3.0,146.0,3,84686.77494199536
B Narayanapura,2 BHK,1020.0,2.0,60.0,2,58823.529411764706
Banaswadi,6 Bedroom,1000.0,4.0,150.0,6,150000.0
Uttarahalli,3 BHK,1250.0,2.0,50.0,3,40000.0
Sanjay nagar,3 BHK,1450.0,3.0,75.0,3,51724.137931034486
Thubarahalli,2 BHK,1200.0,2.0,80.0,2,66666.66666666667
Haralur Road,2 BHK,1140.0,2.0,58.0,2,50877.19298245614
Hoskote,5 Bedroom,900.0,5.0,110.0,5,122222.22222222222
Basava Nagar,1 BHK,550.0,1.0,16.0,1,29090.909090909092
Bannerghatta Road,3 BHK,1450.0,3.0,44.0,3,30344.827586206895
Kanakpura Road,2 BHK,700.0,2.0,35.07,2,50100.0
Whitefield,3 Bedroom,1200.0,3.0,56.0,3,46666.666666666664
Yelahanka,2 BHK,1050.0,2.0,45.0,2,42857.142857142855
Somasundara Palya,3 BHK,1600.0,3.0,69.0,3,43125.0
Bannerghatta Road,3 BHK,1625.0,2.0,75.0,3,46153.846153846156
Volagerekallahalli,2 BHK,1492.0,2.0,65.0,2,43565.6836461126
Whitefield,4 BHK,2856.0,5.0,157.5,4,55147.05882352941
Sarjapur  Road,3 BHK,1489.0,2.0,82.0,3,55070.51712558764
Kanakapura,3 BHK,1560.0,2.0,62.38,3,39987.179487179485
Haralur Road,2 BHK,1140.0,2.0,42.0,2,36842.10526315789
Lavakusha Nagar,3 BHK,1431.0,3.0,65.0,3,45422.78127183788
Lingadheeranahalli,3 BHK,1682.0,3.0,114.0,3,67776.45659928657
Panathur,2 BHK,1198.0,2.0,86.26,2,72003.33889816361
Outer Ring Road East,3 Bedroom,3664.0,3.0,325.0,3,88700.87336244542
Sarjapur  Road,3 BHK,1550.0,2.0,69.75,3,45000.0
Kodichikkanahalli,2 BHK,1026.0,2.0,45.0,2,43859.649122807015
Hennur,3 BHK,1260.0,2.0,52.0,3,41269.84126984127
Singanayakanahalli,2 Bedroom,690.0,2.0,42.0,2,60869.565217391304
Sarjapur  Road,1 BHK,539.0,1.0,45.0,1,83487.94063079778
Sarakki Nagar,4 Bedroom,1200.0,4.0,85.0,4,70833.33333333333
Attibele,3 Bedroom,2400.0,3.0,120.0,3,50000.0
Thubarahalli,2 BHK,1200.0,2.0,79.55,2,66291.66666666667
Kundalahalli,4 Bedroom,2500.0,5.0,350.0,4,140000.0
Sarjapur  Road,3 BHK,1186.0,2.0,40.0,3,33726.81281618887
Thanisandra,2 BHK,1039.0,2.0,39.5,2,38017.324350336865
Mahalakshmi Puram,4 Bedroom,1500.0,5.0,233.0,4,155333.33333333334
Gottigere,5 Bedroom,1500.0,4.0,100.0,5,66666.66666666667
Malleshwaram,3 BHK,2520.0,3.0,150.0,3,59523.80952380953
Brookefield,2 BHK,1225.0,2.0,66.5,2,54285.71428571428
Bommanahalli,2 BHK,1350.0,2.0,72.0,2,53333.333333333336
Vittal Mallya Road,2 BHK,1030.0,2.0,300.0,2,291262.1359223301
Whitefield,3 BHK,1550.0,2.0,49.6,3,32000.0
Hoodi,3 BHK,1490.0,3.0,79.0,3,53020.13422818792
Brindavan Nagar,3 BHK,1520.0,3.0,111.0,3,73026.31578947368
Whitefield,4 Bedroom,4100.0,4.0,550.0,4,134146.34146341463
Dena Bank Colony,3 BHK,1391.0,2.0,64.5,3,46369.51833213516
Rachenahalli,2 BHK,1200.0,2.0,50.0,2,41666.666666666664
Kadabagere,4 Bedroom,1200.0,4.0,86.0,4,71666.66666666667
1st Block HBR Layout,5 Bedroom,2500.0,6.0,500.0,5,200000.0
Yelahanka,2 BHK,1322.0,2.0,80.0,2,60514.372163388805
Whitefield,3 BHK,2173.0,3.0,128.0,3,58904.73999079614
Sarjapur  Road,2 BHK,1200.0,2.0,75.0,2,62500.0
Thubarahalli,2 BHK,1200.0,2.0,47.0,2,39166.666666666664
Mysore Road,2 BHK,1170.0,2.0,65.0,2,55555.555555555555
NRI Layout,2 BHK,1125.0,2.0,45.56,2,40497.77777777778
Devanahalli,1 BHK,698.5,1.0,28.57,1,40901.93271295633
Seetharampalya,2 BHK,1250.0,2.0,90.0,2,72000.0
Chandapura,2 BHK,1025.0,2.0,27.68,2,27004.878048780487
Yelahanka,3 BHK,1075.0,2.0,36.0,3,33488.37209302326
High grounds,3 BHK,1900.0,2.0,190.0,3,100000.0
Whitefield,3 BHK,1435.0,3.0,45.0,3,31358.885017421602
Electronics City Phase 1,2 BHK,1175.0,2.0,64.98,2,55302.12765957447
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,38251.366120218576
Doddabidrakallu,2 BHK,900.0,2.0,33.0,2,36666.666666666664
Electronics City Phase 1,1 BHK,585.0,1.0,21.0,1,35897.4358974359
Jigani,4 Bedroom,3170.0,5.0,230.0,4,72555.20504731861
Shanti Nagar,3 BHK,1602.0,2.0,170.0,3,106117.35330836455
Thanisandra,2 BHK,1220.0,2.0,42.0,2,34426.229508196724
Rajaji Nagar,3 BHK,2500.0,3.0,350.0,3,140000.0
Sarjapur  Road,3 BHK,2145.0,3.0,180.0,3,83916.08391608391
Bannerghatta Road,2 BHK,960.0,2.0,58.0,2,60416.666666666664
NGR Layout,1 BHK,907.0,1.0,38.0,1,41896.36163175303
Old Madras Road,2 BHK,1210.0,2.0,74.0,2,61157.02479338843
Kammanahalli,4 Bedroom,900.0,4.0,150.0,4,166666.66666666666
Jnana Ganga Nagar,2 BHK,1230.0,2.0,70.0,2,56910.56910569106
5th Phase JP Nagar,3 BHK,1350.0,2.0,75.0,3,55555.555555555555
Kenchenahalli,2 BHK,1150.0,2.0,58.0,2,50434.782608695656
Sarjapur,3 BHK,1404.0,2.0,53.35,3,37998.5754985755
OMBR Layout,2 BHK,1050.0,2.0,48.0,2,45714.28571428572
Kothanur,8 Bedroom,1020.0,10.0,155.0,8,151960.78431372548
Yelahanka,2 BHK,1285.0,2.0,56.0,2,43579.766536964984
Hormavu,2 BHK,1018.0,2.0,50.8,2,49901.76817288801
Hoskote,3 Bedroom,1200.0,3.0,57.0,3,47500.0
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,44843.04932735426
Ejipura,3 BHK,1600.0,3.0,95.0,3,59375.0
9th Phase JP Nagar,2 BHK,1480.0,2.0,80.0,2,54054.05405405405
Kodichikkanahalli,5 Bedroom,2500.0,7.0,125.0,5,50000.0
Kaval Byrasandra,1 BHK,480.0,1.0,25.0,1,52083.333333333336
Akshaya Nagar,3 BHK,1435.0,3.0,53.0,3,36933.797909407665
Lingarajapuram,1 BHK,450.0,1.0,60.0,1,133333.33333333334
Austin Town,1 BHK,600.0,2.0,23.0,1,38333.333333333336
CV Raman Nagar,3 BHK,1590.0,2.0,85.0,3,53459.11949685535
Nagavara,2 BHK,936.0,2.0,40.2,2,42948.717948717946
Banashankari,2 BHK,1181.0,2.0,75.0,2,63505.50381033023
Kengeri,3 BHK,1741.0,3.0,80.0,3,45950.60310166571
JP Nagar,3 BHK,1750.0,3.0,123.0,3,70285.71428571429
Varthur Road,2 BHK,1050.0,2.0,42.7,2,40666.666666666664
Tumkur Road,2 BHK,1027.0,2.0,60.0,2,58422.59006815969
Geleyara Balaga Layout,2 BHK,596.0,2.0,22.0,2,36912.75167785235
Dollar Scheme Colony,4 BHK,3463.0,6.0,310.0,4,89517.75916835114
Sector 2 HSR Layout,3 BHK,1600.0,3.0,70.0,3,43750.0
Hebbal,4 BHK,2790.0,5.0,198.0,4,70967.74193548386
Sahakara Nagar,2 BHK,1000.0,2.0,60.0,2,60000.0
Varthur,2 BHK,1120.0,2.0,44.24,2,39500.0
Jinkethimmanahalli,2 Bedroom,1200.0,2.0,85.0,2,70833.33333333333
Kothnoor Dinne,2 BHK,1200.0,2.0,35.0,2,29166.666666666668
Kasturi Nagar,3 BHK,1570.0,3.0,110.0,3,70063.69426751592
Koramangala,3 BHK,1500.0,3.0,135.0,3,90000.0
Frazer Town,2 BHK,1315.0,2.0,140.0,2,106463.8783269962
Electronic City Phase II,2 BHK,1140.0,2.0,33.84,2,29684.21052631579
Banashankari,2 BHK,1105.0,2.0,90.0,2,81447.96380090498
Electronic City,2 BHK,1200.0,2.0,34.65,2,28875.0
Whitefield,1 BHK,905.0,1.0,62.0,1,68508.28729281768
HSR Layout,4 Bedroom,2400.0,4.0,350.0,4,145833.33333333334
Kudlu Gate,2 BHK,1185.0,2.0,50.0,2,42194.09282700422
Koramangala,2 BHK,1083.0,2.0,100.0,2,92336.10341643583
Rayasandra,3 BHK,1458.0,3.0,60.0,3,41152.2633744856
Hormavu,3 BHK,1555.0,3.0,75.0,3,48231.51125401929
Devi Nagar,2 BHK,1200.0,2.0,45.0,2,37500.0
Sarjapur  Road,2 BHK,1308.0,2.0,58.86,2,45000.0
Kudlu,2 BHK,1024.0,2.0,44.0,2,42968.75
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,39363.48408710218
Kanakapura,3 BHK,1450.0,3.0,75.0,3,51724.137931034486
Seegehalli,3 BHK,1639.0,3.0,120.0,3,73215.37522879805
Whitefield,3 BHK,1870.0,3.0,138.0,3,73796.79144385026
Hennur Road,2 BHK,1232.0,2.0,87.0,2,70616.88311688312
Kasavanhalli,3 BHK,1719.0,3.0,184.0,3,107038.97614892379
Chandapura,2 BHK,975.0,2.0,24.86,2,25497.4358974359
New Gurappana Palya,3 BHK,2000.0,4.0,130.0,3,65000.0
Jakkur,2 BHK,1230.0,2.0,79.0,2,64227.64227642276
Guddadahalli,4 Bedroom,1350.0,4.0,140.0,4,103703.70370370371
KR Puram,2 BHK,1076.0,2.0,67.0,2,62267.65799256506
Kumaraswami Layout,7 Bedroom,2400.0,7.0,125.0,7,52083.333333333336
Vasanthpura,3 BHK,995.0,2.0,34.82,3,34994.97487437186
Kodigehaali,3 BHK,2120.0,3.0,177.0,3,83490.56603773584
Kasthuri Nagar East Of NGEF,6 Bedroom,2400.0,7.0,460.0,6,191666.66666666666
Chikka Gowdanapalya.,6 Bedroom,850.0,6.0,78.0,6,91764.70588235294
Electronic City,2 BHK,1096.0,2.0,40.55,2,36998.175182481755
Horamavu Agara,2 BHK,1107.83,2.0,41.51,2,37469.64787016059
Chamrajpet,1 BHK,505.0,1.0,85.0,1,168316.8316831683
Sarjapur  Road,2 BHK,1320.0,2.0,115.0,2,87121.21212121213
8th Phase JP Nagar,3 BHK,1431.5,3.0,72.02,3,50310.86273140063
Whitefield,2 BHK,1320.0,2.0,99.26,2,75196.9696969697
Whitefield,3 BHK,2901.0,4.0,190.0,3,65494.65701482248
GM Palaya,3 BHK,1315.0,2.0,65.0,3,49429.65779467681
VGP Layout,2 BHK,1000.0,2.0,44.0,2,44000.0
Hosakerehalli,3 BHK,1596.0,3.0,79.8,3,50000.0
Bannerghatta Road,3 BHK,1750.0,3.0,130.0,3,74285.71428571429
Whitefield,4 Bedroom,2403.0,4.0,270.0,4,112359.55056179775
Old Madras Road,3 BHK,1350.0,3.0,47.25,3,35000.0
"TR Mill Road, Chamarajpet",2 BHK,1175.0,2.0,79.0,2,67234.0425531915
Talaghattapura,2 BHK,921.0,2.0,29.47,2,31997.82844733985
Malleshwaram,4 Bedroom,4000.0,4.0,1100.0,4,275000.0
Sultan Palaya,3 BHK,1713.0,3.0,125.0,3,72971.39521307648
Ittamadu,2 BHK,1200.0,2.0,43.0,2,35833.333333333336
8th Phase JP Nagar,3 Bedroom,1900.0,4.0,90.0,3,47368.42105263158
Kudlu Gate,3 BHK,1664.0,3.0,68.0,3,40865.38461538462
Binny Pete,3 BHK,1795.0,3.0,139.0,3,77437.32590529248
Kereguddadahalli,1 BHK,600.0,1.0,19.5,1,32500.0
Hoodi,2 BHK,1240.0,2.0,65.0,2,52419.354838709674
Hegde Nagar,3 BHK,1965.0,4.0,132.0,3,67175.57251908397
Vishveshwarya Layout,3 Bedroom,600.0,4.0,99.0,3,165000.0
Sarjapur,4 Bedroom,4111.0,4.0,370.0,4,90002.43249817562
Electronics City Phase 1,2 BHK,1200.0,2.0,59.76,2,49800.0
Ganga Nagar,2 BHK,1112.0,2.0,68.0,2,61151.07913669065
Raja Rajeshwari Nagar,3 BHK,3000.0,3.0,60.0,3,20000.0
Mahadevpura,2 BHK,1136.0,2.0,64.5,2,56778.16901408451
Jigani,2 BHK,914.0,2.0,55.0,2,60175.05470459518
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,39992.12598425197
Rachenahalli,2 BHK,1050.0,2.0,47.25,2,45000.0
Marathahalli,3 BHK,1385.0,2.0,68.5,3,49458.483754512636
Medahalli,2 BHK,990.0,2.0,35.0,2,35353.53535353536
Yelahanka,2 BHK,845.0,2.0,43.0,2,50887.57396449704
Whitefield,2 BHK,1485.0,2.0,96.51,2,64989.89898989899
Kanakapura,3 BHK,1460.0,2.0,43.79,3,29993.15068493151
Thanisandra,2 BHK,1450.0,2.0,57.0,2,39310.34482758621
HSR Layout,3 BHK,1360.0,2.0,53.0,3,38970.58823529412
Singasandra,2 BHK,1375.0,2.0,58.0,2,42181.818181818184
Uttarahalli,2 BHK,1125.0,2.0,48.0,2,42666.666666666664
Banashankari,1 BHK,720.0,1.0,60.0,1,83333.33333333333
7th Phase JP Nagar,3 BHK,1460.0,2.0,100.0,3,68493.1506849315
Green View Layout,2 BHK,1107.0,2.0,40.0,2,36133.694670280034
Maruthi Nagar,2 BHK,1158.0,2.0,75.0,2,64766.83937823834
Yelachenahalli,2 BHK,800.0,1.0,30.0,2,37500.0
Sector 2 HSR Layout,9 Bedroom,600.0,9.0,90.0,9,150000.0
Bhoganhalli,3 BHK,1760.0,3.0,128.0,3,72727.27272727272
Nandi Hills,4 Bedroom,3200.0,4.0,200.0,4,62500.0
HAL 2nd Stage,2 Bedroom,600.0,3.0,145.0,2,241666.66666666666
TC Palaya,3 Bedroom,1350.0,3.0,60.0,3,44444.444444444445
Giri Nagar,6 Bedroom,600.0,6.0,100.0,6,166666.66666666666
Huskur,2 BHK,1125.0,2.0,32.49,2,28880.000000000004
Frazer Town,3 BHK,1706.0,3.0,154.0,3,90269.6365767878
BTM Layout,3 BHK,1600.0,3.0,112.0,3,70000.0
Ramesh Nagar,2 BHK,1200.0,2.0,90.0,2,75000.0
Whitefield,3 BHK,1755.0,3.0,101.0,3,57549.85754985755
Hulimavu,2 BHK,1200.0,2.0,50.0,2,41666.666666666664
BEML Layout,2 BHK,1200.0,2.0,67.0,2,55833.333333333336
Chokkanahalli,2 BHK,1266.67,2.0,69.0,2,54473.540859103
Kariyammana Agrahara,3 BHK,1800.0,3.0,90.0,3,50000.0
Sector 7 HSR Layout,3 Bedroom,1200.0,4.0,275.0,3,229166.66666666666
2nd Phase Judicial Layout,3 BHK,1300.0,3.0,64.0,3,49230.769230769234
Nirman Layout,3 Bedroom,800.0,3.0,60.0,3,75000.0
Whitefield,4 Bedroom,4800.0,5.0,550.0,4,114583.33333333333
Mysore Road,2 BHK,1029.5,2.0,50.855,2,49397.7659057795
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,40.0,2,35460.99290780142
NS Palya,2 Bedroom,2000.0,2.0,160.0,2,80000.0
Panathur,2 BHK,1210.0,2.0,80.0,2,66115.70247933884
Arekere,4 BHK,2710.0,6.0,142.0,4,52398.52398523985
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.0,2,33883.57949609036
Rajaji Nagar,5 BHK,7500.0,8.0,1700.0,5,226666.66666666666
HOSUR MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,38251.366120218576
